"SITE_ID","RT_NLA","EPA_REG","WSA_ECO9","LAKE_ORIGIN","PTL","NTL","CHLA","SECMEAN"
"NLA06608-0001","REF","Region_8","WMT","NATURAL",6,151,0.24,6.4
"NLA06608-0002","SO-SO","Region_4","CPL","MAN-MADE",36,695,3.84,0.55
"NLA06608-0003","TRASH","Region_6","CPL","NATURAL",43,738,16.96,0.71
"NLA06608-0004","SO-SO","Region_8","WMT","MAN-MADE",18,344,4.6,1.8
"NLA06608-0006","REF","Region_1","NAP","MAN-MADE",7,184,4.08,3.21
"NLA06608-0007","REF","Region_5","UMW","NATURAL",8,493,2.43,3.15
"NLA06608-0008","SO-SO","Region_7","TPL","MAN-MADE",66,801,30.24,0.79
"NLA06608-0010","SO-SO","Region_5","UMW","NATURAL",10,473,4.38,4.48
"NLA06608-0012","TRASH","Region_6","SPL","MAN-MADE",159,1026,4.9,0.31
"NLA06608-0013","SO-SO","Region_2","CPL","MAN-MADE",28,384,16.03,0.65
"NLA06608-0014","TRASH","Region_8","TPL","NATURAL",175,4147,8.75,0.85
"NLA06608-0015","SO-SO","Region_6","XER","MAN-MADE",109,470,20,0.37
"NLA06608-0016","SO-SO","Region_7","SPL","MAN-MADE",6,490,13,0.54
"NLA06608-0019","TRASH","Region_8","NPL","NATURAL",801,7047,4.03,0.35
"NLA06608-0020","REF","Region_5","TPL","MAN-MADE",30,605,20.24,0.69
"NLA06608-0021","SO-SO","Region_2","NAP","NATURAL",7,390,2.29,7.1
"NLA06608-0023","REF","Region_6","SPL","MAN-MADE",12,349,2.78,0.95
"NLA06608-0024","SO-SO","Region_6","CPL","MAN-MADE",35,860,44.15,0.9
"NLA06608-0025","REF","Region_4","SAP","MAN-MADE",10,195,1.3,3.55
"NLA06608-0029","SO-SO","Region_3","CPL","MAN-MADE",247,2106,123.12,0.27
"NLA06608-0031","SO-SO","Region_5","SAP","MAN-MADE",32,428,5.26,0.98
"NLA06608-0033","TRASH","Region_10","WMT","NATURAL",67,835,8.92,0.7
"NLA06608-0036","REF","Region_5","TPL","MAN-MADE",8,178,5.07,2.23
"NLA06608-0037","TRASH","Region_1","NAP","NATURAL",14,239,8.02,2.9
"NLA06608-0038","TRASH","Region_1","NAP","NATURAL",4,158,4.33,4.45
"NLA06608-0041","SO-SO","Region_3","SAP","MAN-MADE",1,476,0.88,9.48
"NLA06608-0042","SO-SO","Region_8","WMT","MAN-MADE",15,213,2.21,3.38
"NLA06608-0043","SO-SO","Region_5","UMW","NATURAL",9,645,5.41,1.85
"NLA06608-0044","TRASH","Region_7","SPL","NATURAL",601,4108,135.61,0.12
"NLA06608-0045","SO-SO","Region_3","SAP","MAN-MADE",54,648,20.16,0.86
"NLA06608-0048","SO-SO","Region_7","CPL","NATURAL",111,773,54,0.28
"NLA06608-0049","SO-SO","Region_10","WMT","MAN-MADE",15,256,1.14,2.53
"NLA06608-0050","SO-SO","Region_1","NAP","NATURAL",16,303,3.95,1.5
"NLA06608-0053","SO-SO","Region_2","NAP","NATURAL",29,246,6.26,0.85
"NLA06608-0057","TRASH","Region_4","SAP","MAN-MADE",218,1756,125.4,0.5
"NLA06608-0061","SO-SO","Region_9","XER","MAN-MADE",19,481,3.5,2
"NLA06608-0062","SO-SO","Region_8","NPL","NATURAL",152,2834,2.18,1.16
"NLA06608-0064","TRASH","Region_8","NPL","NATURAL",2047,3366,19.04,0.46
"NLA06608-0065","SO-SO","Region_8","WMT","NATURAL",1,71,0.57,7.02
"NLA06608-0066","SO-SO","Region_3","SAP","MAN-MADE",7,665,1.75,2.75
"NLA06608-0068","SO-SO","Region_8","WMT","MAN-MADE",1,168,0.95,3.8
"NLA06608-0069","REF","Region_4","CPL","NATURAL",39,420,7.41,0.65
"NLA06608-0071","TRASH","Region_6","CPL","NATURAL",415,2441,198.72,0.38
"NLA06608-0072","TRASH","Region_6","SPL","MAN-MADE",174,1724,10.13,0.68
"NLA06608-0073","TRASH","Region_9","XER","MAN-MADE",4679,1055,0.49,13.45
"NLA06608-0076","SO-SO","Region_7","TPL","MAN-MADE",24,436,10.88,1.26
"NLA06608-0078","SO-SO","Region_8","TPL","NATURAL",136,4747,10.02,0.75
"NLA06608-0079","REF","Region_8","WMT","NATURAL",4,97,2.35,6.85
"NLA06608-0080","SO-SO","Region_6","CPL","NATURAL",100,956,58.46,0.51
"NLA06608-0081","SO-SO","Region_10","WMT","NATURAL",22,741,6.66,5.74
"NLA06608-0085","TRASH","Region_10","XER","MAN-MADE",417,1581,4.04,0.1
"NLA06608-0086","SO-SO","Region_10","WMT","NATURAL",20,288,18.24,2.07
"NLA06608-0089","SO-SO","Region_4","SAP","MAN-MADE",35,333,11.36,1.35
"NLA06608-0090","SO-SO","Region_8","WMT","NATURAL",11,253,4.36,4.15
"NLA06608-0091","TRASH","Region_5","TPL","NATURAL",170,2021,118.8,0.31
"NLA06608-0099","SO-SO","Region_5","TPL","NATURAL",6,601,4.6,1.95
"NLA06608-0101","SO-SO","Region_1","NAP","NATURAL",1,63,0.7,9.6
"NLA06608-0102","SO-SO","Region_1","NAP","NATURAL",1,137,1.2,4.37
"NLA06608-0104","SO-SO","Region_7","SPL","MAN-MADE",102,1076,38.2,0.23
"NLA06608-0105","REF","Region_8","WMT","MAN-MADE",45,339,5.98,1.4
"NLA06608-0110","REF","Region_5","UMW","NATURAL",12,491,1.77,3.85
"NLA06608-0111","SO-SO","Region_5","NAP","MAN-MADE",6,343,3.26,1.68
"NLA06608-0112","SO-SO","Region_5","TPL","MAN-MADE",96,1266,84.76,0.51
"NLA06608-0113","SO-SO","Region_1","NAP","NATURAL",9,190,4.69,2.3
"NLA06608-0115","SO-SO","Region_5","UMW","NATURAL",5,540,1.35,2.6
"NLA06608-0116","SO-SO","Region_6","WMT","MAN-MADE",26,271,2.82,1.43
"NLA06608-0120","TRASH","Region_6","SPL","MAN-MADE",315,1174,2.54,0.18
"NLA06608-0124","SO-SO","Region_7","SPL","NATURAL",213,340,31.59,0.2
"NLA06608-0126","TRASH","Region_8","NPL","NATURAL",502,5728,228.24,0.17
"NLA06608-0127","REF","Region_9","WMT","MAN-MADE",19,641,5.92,2.2
"NLA06608-0128","SO-SO","Region_8","NPL","MAN-MADE",76,1356,0.46,0.85
"NLA06608-0129","SO-SO","Region_8","WMT","NATURAL",5,108,0.43,9.11
"NLA06608-0130","TRASH","Region_9","XER","MAN-MADE",36,2234,12.91,1.63
"NLA06608-0132","SO-SO","Region_9","WMT","MAN-MADE",56,466,8.11,1.35
"NLA06608-0134","TRASH","Region_1","NAP","NATURAL",4,156,1.58,7.6
"NLA06608-0137","SO-SO","Region_9","XER","NATURAL",3,82,1.33,9.9
"NLA06608-0139","SO-SO","Region_5","UMW","NATURAL",33,763,12.8,1.35
"NLA06608-0140","SO-SO","Region_7","TPL","MAN-MADE",173,1158,52.56,0.53
"NLA06608-0141","SO-SO","Region_3","CPL","MAN-MADE",73,975,110.16,0.52
"NLA06608-0142","REF","Region_5","UMW","NATURAL",7,293,1.36,4.7
"NLA06608-0144","SO-SO","Region_6","SPL","MAN-MADE",69,898,22.25,0.96
"NLA06608-0148","SO-SO","Region_5","TPL","MAN-MADE",16,342,1.87,2.8
"NLA06608-0149","TRASH","Region_3","NAP","NATURAL",12,220,4.18,2.3
"NLA06608-0150","SO-SO","Region_1","NAP","NATURAL",16,366,8.22,1.97
"NLA06608-0152","SO-SO","Region_6","SPL","MAN-MADE",21,521,5.2,1.2
"NLA06608-0153","SO-SO","Region_3","SAP","MAN-MADE",34,656,10.4,1.68
"NLA06608-0155","SO-SO","Region_5","TPL","NATURAL",114,1520,79.8,0.87
"NLA06608-0158","SO-SO","Region_5","UMW","NATURAL",16,651,3.14,5.58
"NLA06608-0161","TRASH","Region_4","CPL","NATURAL",30,1069,39,0.65
"NLA06608-0162","SO-SO","Region_1","NAP","NATURAL",14,244,2.56,2.15
"NLA06608-0167","TRASH","Region_5","UMW","NATURAL",1184,15625,936,0.1
"NLA06608-0168","SO-SO","Region_7","TPL","MAN-MADE",61,866,21.76,0.4
"NLA06608-0169","SO-SO","Region_8","WMT","MAN-MADE",33,353,2.59,5.35
"NLA06608-0173","TRASH","Region_9","XER","MAN-MADE",57,2218,70.4,0.22
"NLA06608-0174","SO-SO","Region_5","UMW","NATURAL",19,1002,6.75,1.7
"NLA06608-0175","SO-SO","Region_5","TPL","MAN-MADE",55,698,19.68,0.91
"NLA06608-0176","SO-SO","Region_6","CPL","NATURAL",207,848,25.76,0.29
"NLA06608-0177","REF","Region_1","NAP","MAN-MADE",6,177,3.58,2.75
"NLA06608-0179","TRASH","Region_8","NPL","MAN-MADE",209,5181,18.4,0.57
"NLA06608-0180","SO-SO","Region_6","SPL","MAN-MADE",61,721,30.62,0.24
"NLA06608-0181","SO-SO","Region_9","XER","NATURAL",6,514,1.38,7
"NLA06608-0183","SO-SO","Region_5","UMW","NATURAL",68,907,30.1,1.1
"NLA06608-0184","SO-SO","Region_7","TPL","MAN-MADE",100,1049,40.75,0.35
"NLA06608-0189","SO-SO","Region_3","SAP","MAN-MADE",77,871,32.26,0.38
"NLA06608-0190","SO-SO","Region_5","UMW","NATURAL",16,666,5.17,2.45
"NLA06608-0191","REF","Region_4","SAP","MAN-MADE",1,48,1.13,6.9
"NLA06608-0195","SO-SO","Region_8","NPL","NATURAL",447,1955,15.55,0.83
"NLA06608-0196","SO-SO","Region_5","TPL","MAN-MADE",94,1250,31.4,0.83
"NLA06608-0198","SO-SO","Region_1","CPL","NATURAL",25,353,10.67,2.1
"NLA06608-0201","REF","Region_9","WMT","MAN-MADE",3,40,0.8,7.75
"NLA06608-0203","REF","Region_4","SAP","MAN-MADE",1,239,0.77,4.48
"NLA06608-0204","SO-SO","Region_6","SPL","MAN-MADE",125,1355,68.85,0.4
"NLA06608-0207","SO-SO","Region_4","SAP","MAN-MADE",14,384,6.52,2.1
"NLA06608-0208","SO-SO","Region_6","CPL","MAN-MADE",162,1687,65.6,0.28
"NLA06608-0209","TRASH","Region_10","WMT","NATURAL",4,205,2.41,7.1
"NLA06608-0212","SO-SO","Region_5","SAP","MAN-MADE",8,88,4.36,2.1
"NLA06608-0215","SO-SO","Region_5","UMW","NATURAL",83,1463,58.46,0.68
"NLA06608-0216","SO-SO","Region_7","TPL","MAN-MADE",619,1367,19.2,0.35
"NLA06608-0217","SO-SO","Region_4","SAP","MAN-MADE",6,508,17.6,1.13
"NLA06608-0219","SO-SO","Region_5","UMW","NATURAL",36,1826,55.58,0.35
"NLA06608-0220","TRASH","Region_7","SPL","NATURAL",872,22613,871.2,0.1
"NLA06608-0221","SO-SO","Region_3","CPL","MAN-MADE",38,594,31.68,0.72
"NLA06608-0222","SO-SO","Region_8","NPL","MAN-MADE",114,2008,38.74,0.48
"NLA06608-0223","SO-SO","Region_4","SAP","MAN-MADE",45,569,21.92,1.38
"NLA06608-0224","SO-SO","Region_7","SAP","MAN-MADE",14,283,1.88,1.93
"NLA06608-0225","SO-SO","Region_8","NPL","MAN-MADE",4,130,0.88,4.3
"NLA06608-0226","SO-SO","Region_1","NAP","MAN-MADE",8,328,5.89,2.43
"NLA06608-0228","SO-SO","Region_8","SPL","MAN-MADE",25,408,1.43,4.4
"NLA06608-0229","REF","Region_2","NAP","NATURAL",4,219,3.6,3
"NLA06608-0234","SO-SO","Region_5","UMW","NATURAL",14,584,4.78,3.3
"NLA06608-0235","SO-SO","Region_5","UMW","NATURAL",8,626,7.8,1.65
"NLA06608-0238","SO-SO","Region_5","UMW","NATURAL",7,265,2.98,3.9
"NLA06608-0239","SO-SO","Region_4","SAP","MAN-MADE",36,383,2.66,1.9
"NLA06608-0240","SO-SO","Region_8","NPL","MAN-MADE",14,396,2.1,3.05
"NLA06608-0241","SO-SO","Region_10","XER","MAN-MADE",80,774,9.74,0.35
"NLA06608-0242","SO-SO","Region_1","NAP","MAN-MADE",20,300,2.87,2.6
"NLA06608-0243","SO-SO","Region_8","NPL","MAN-MADE",7,203,1.82,3.89
"NLA06608-0244","TRASH","Region_6","SPL","MAN-MADE",15,436,6,1.03
"NLA06608-0245","SO-SO","Region_9","XER","MAN-MADE",11,329,2.66,5.15
"NLA06608-0247","SO-SO","Region_8","TPL","NATURAL",202,1625,55.8,1.19
"NLA06608-0253","SO-SO","Region_4","CPL","MAN-MADE",127,968,32.54,0.83
"NLA06608-0254","SO-SO","Region_8","TPL","NATURAL",175,2816,49.6,0.6
"NLA06608-0255","SO-SO","Region_4","SAP","MAN-MADE",4,276,2.44,3.63
"NLA06608-0257","SO-SO","Region_8","WMT","MAN-MADE",1,79,1.15,4.65
"NLA06608-0259","SO-SO","Region_8","NPL","NATURAL",613,3172,48.24,0.55
"NLA06608-0260","SO-SO","Region_6","WMT","MAN-MADE",8,136,1.27,3.7
"NLA06608-0268","SO-SO","Region_6","SPL","MAN-MADE",20,464,7.7,1.05
"NLA06608-0271","SO-SO","Region_5","TPL","NATURAL",99,857,30.04,0.38
"NLA06608-0275","SO-SO","Region_8","NPL","NATURAL",331,3084,6.72,0.75
"NLA06608-0276","REF","Region_8","WMT","MAN-MADE",7,254,1.98,7.4
"NLA06608-0277","SO-SO","Region_10","XER","MAN-MADE",117,451,12.93,0.55
"NLA06608-0279","SO-SO","Region_5","TPL","NATURAL",239,4600,126.27,0.25
"NLA06608-0280","SO-SO","Region_6","CPL","MAN-MADE",81,1229,20.95,0.98
"NLA06608-0281","SO-SO","Region_4","SAP","MAN-MADE",44,639,25.1,0.73
"NLA06608-0283","SO-SO","Region_4","CPL","MAN-MADE",33,381,9.86,0.54
"NLA06608-0284","SO-SO","Region_6","SPL","MAN-MADE",79,865,20.8,0.46
"NLA06608-0285","SO-SO","Region_3","CPL","MAN-MADE",138,4222,35.28,0.55
"NLA06608-0286","SO-SO","Region_5","UMW","NATURAL",5,413,2.22,5.42
"NLA06608-0290","TRASH","Region_10","WMT","MAN-MADE",178,273,4.3,0.45
"NLA06608-0291","SO-SO","Region_5","TPL","NATURAL",13,553,3.62,3.65
"NLA06608-0293","SO-SO","Region_1","NAP","NATURAL",30,759,21.89,1.2
"NLA06608-0294","SO-SO","Region_1","NAP","NATURAL",1,343,2.34,5.05
"NLA06608-0295","SO-SO","Region_8","TPL","NATURAL",242,2026,5.73,0.67
"NLA06608-0297","REF","Region_4","CPL","MAN-MADE",31,587,14.13,1.13
"NLA06608-0299","SO-SO","Region_5","UMW","NATURAL",18,915,3.78,2.85
"NLA06608-0302","TRASH","Region_8","TPL","NATURAL",1871,6934,203.76,0.22
"NLA06608-0303","TRASH","Region_5","TPL","MAN-MADE",79,1523,84.24,0.63
"NLA06608-0306","TRASH","Region_10","XER","MAN-MADE",271,1525,38.73,0.15
"NLA06608-0312","SO-SO","Region_7","TPL","MAN-MADE",35,355,19.2,0.9
"NLA06608-0313","SO-SO","Region_4","CPL","MAN-MADE",24,279,15.08,0.73
"NLA06608-0318","SO-SO","Region_5","UMW","NATURAL",43,847,13.89,1.65
"NLA06608-0319","SO-SO","Region_4","SAP","MAN-MADE",16,251,4.48,1.45
"NLA06608-0324","TRASH","Region_3","SAP","MAN-MADE",21,248,4.82,1.5
"NLA06608-0325","SO-SO","Region_4","CPL","NATURAL",50,814,46,0.55
"NLA06608-0326","SO-SO","Region_1","NAP","MAN-MADE",5,225,1.26,4.25
"NLA06608-0327","SO-SO","Region_4","CPL","NATURAL",13,281,56.74,0.31
"NLA06608-0328","SO-SO","Region_6","CPL","MAN-MADE",82,1093,117.5,0.53
"NLA06608-0330","SO-SO","Region_5","UMW","NATURAL",13,289,1.1,3.95
"NLA06608-0332","SO-SO","Region_6","SAP","MAN-MADE",11,260,6.44,1.93
"NLA06608-0333","SO-SO","Region_2","SAP","MAN-MADE",15,282,5.04,2.5
"NLA06608-0334","SO-SO","Region_8","TPL","NATURAL",142,1834,5.88,1.63
"NLA06608-0337","SO-SO","Region_10","WMT","NATURAL",23,586,7.84,3.03
"NLA06608-0339","SO-SO","Region_8","NPL","NATURAL",376,1659,7.44,1.95
"NLA06608-0340","REF","Region_6","WMT","MAN-MADE",23,333,9.9,1.87
"NLA06608-0341","SO-SO","Region_2","NAP","NATURAL",23,333,5.28,3.65
"NLA06608-0343","SO-SO","Region_8","TPL","NATURAL",117,2606,45.36,1.36
"NLA06608-0344","SO-SO","Region_7","TPL","MAN-MADE",53,848,24.8,1
"NLA06608-0345","TRASH","Region_3","SAP","MAN-MADE",22,511,6.05,2.45
"NLA06608-0350","SO-SO","Region_5","UMW","NATURAL",18,902,17.44,1.15
"NLA06608-0356","SO-SO","Region_6","SPL","MAN-MADE",167,2897,110.7,1.85
"NLA06608-0357","SO-SO","Region_1","NAP","MAN-MADE",14,276,5.62,1.78
"NLA06608-0358","REF","Region_1","NAP","NATURAL",7,209,3.69,2.23
"NLA06608-0359","SO-SO","Region_8","TPL","MAN-MADE",191,1296,42.66,0.3
"NLA06608-0361","SO-SO","Region_4","SAP","MAN-MADE",19,171,11.86,1.98
"NLA06608-0363","TRASH","Region_5","UMW","MAN-MADE",18,567,11.68,1.7
"NLA06608-0366","SO-SO","Region_5","UMW","NATURAL",14,601,7.57,2.55
"NLA06608-0367","TRASH","Region_5","NAP","MAN-MADE",54,2157,59.4,0.29
"NLA06608-0369","SO-SO","Region_1","NAP","NATURAL",1,163,1.74,6
"NLA06608-0372","REF","Region_8","SPL","MAN-MADE",16,229,3.16,5.4
"NLA06608-0373","TRASH","Region_9","WMT","MAN-MADE",1,104,0.68,7.74
"NLA06608-0376","SO-SO","Region_6","SPL","MAN-MADE",6,324,4.25,1.73
"NLA06608-0377","SO-SO","Region_3","SAP","MAN-MADE",46,850,44.93,0.55
"NLA06608-0378","SO-SO","Region_8","NPL","MAN-MADE",9,223,0.55,3
"NLA06608-0386","SO-SO","Region_3","SAP","MAN-MADE",9,475,0.83,6.8
"NLA06608-0388","REF","Region_4","SAP","MAN-MADE",3,85,0.33,3.48
"NLA06608-0393","SO-SO","Region_9","XER","MAN-MADE",8,101,1.24,2.74
"NLA06608-0395","SO-SO","Region_4","SAP","MAN-MADE",13,231,30.4,0.68
"NLA06608-0399","SO-SO","Region_5","UMW","MAN-MADE",13,586,3.35,2.27
"NLA06608-0401","SO-SO","Region_1","NAP","NATURAL",10,279,16.16,1.87
"NLA06608-0402","TRASH","Region_10","WMT","MAN-MADE",176,2287,73.73,0.82
"NLA06608-0403","SO-SO","Region_5","UMW","NATURAL",20,485,5.36,2.05
"NLA06608-0405","SO-SO","Region_3","NAP","MAN-MADE",16,458,8.56,2.55
"NLA06608-0407","SO-SO","Region_8","TPL","NATURAL",762,2872,1.81,2.47
"NLA06608-0408","SO-SO","Region_6","SPL","MAN-MADE",15,270,5.67,1.17
"NLA06608-0413","TRASH","Region_3","SAP","MAN-MADE",106,581,108.58,0.95
"NLA06608-0414","REF","Region_5","UMW","NATURAL",40,1296,6.69,0.9
"NLA06608-0421","SO-SO","Region_2","NAP","MAN-MADE",9,537,2.18,2.9
"NLA06608-0425","SO-SO","Region_8","WMT","MAN-MADE",234,1433,16.16,1.43
"NLA06608-0426","SO-SO","Region_5","UMW","NATURAL",5,574,3.12,3.6
"NLA06608-0432","SO-SO","Region_4","CPL","MAN-MADE",218,644,24.8,0.31
"NLA06608-0433","SO-SO","Region_1","NAP","NATURAL",7,422,1.68,5.05
"NLA06608-0435","SO-SO","Region_5","UMW","MAN-MADE",78,1824,23.2,0.8
"NLA06608-0436","SO-SO","Region_6","SAP","MAN-MADE",29,398,18.22,1.52
"NLA06608-0439","TRASH","Region_8","NPL","NATURAL",1056,19200,377.28,0.1
"NLA06608-0440","TRASH","Region_6","SPL","MAN-MADE",182,853,5.46,0.64
"NLA06608-0442","TRASH","Region_8","NPL","NATURAL",385,6559,4.5,0.76
"NLA06608-0445","TRASH","Region_5","SAP","MAN-MADE",15,336,6.85,1.47
"NLA06608-0447","SO-SO","Region_4","SAP","MAN-MADE",3,79,1.21,4.5
"NLA06608-0449","SO-SO","Region_10","WMT","NATURAL",16,404,4.39,1.95
"NLA06608-0452","SO-SO","Region_8","SPL","MAN-MADE",37,604,7.25,1.21
"NLA06608-0453","SO-SO","Region_4","CPL","NATURAL",48,1056,4.31,0.75
"NLA06608-0456","SO-SO","Region_6","SPL","MAN-MADE",29,681,25.1,1.1
"NLA06608-0458","SO-SO","Region_4","CPL","MAN-MADE",39,947,15.06,1.15
"NLA06608-0459","SO-SO","Region_4","SAP","MAN-MADE",8,200,3.98,2.63
"NLA06608-0463","SO-SO","Region_5","UMW","MAN-MADE",82,1031,30.72,0.58
"NLA06608-0467","SO-SO","Region_5","TPL","NATURAL",15,788,12.72,1.1
"NLA06608-0468","REF","Region_8","WMT","NATURAL",8,179,0.64,7.1
"NLA06608-0469","SO-SO","Region_3","NAP","NATURAL",11,191,3.35,4
"NLA06608-0470","SO-SO","Region_1","NAP","NATURAL",8,193,1.51,5.75
"NLA06608-0471","REF","Region_8","TPL","NATURAL",24,839,5.52,1.77
"NLA06608-0472","SO-SO","Region_6","SAP","MAN-MADE",78,803,19.2,0.39
"NLA06608-0473","SO-SO","Region_4","SAP","MAN-MADE",55,714,36.82,1.03
"NLA06608-0479","SO-SO","Region_5","TPL","NATURAL",14,318,5.3,2.92
"NLA06608-0480","TRASH","Region_7","SAP","MAN-MADE",3,194,1.52,5.21
"NLA06608-0483","SO-SO","Region_6","XER","MAN-MADE",4,461,3.84,4.32
"NLA06608-0484","SO-SO","Region_4","CPL","MAN-MADE",190,1519,126.4,0.28
"NLA06608-0488","SO-SO","Region_7","SPL","MAN-MADE",162,1070,49.68,0.45
"NLA06608-0489","TRASH","Region_3","SAP","MAN-MADE",107,1275,24.32,0.5
"NLA06608-0493","SO-SO","Region_3","SAP","MAN-MADE",15,353,9.47,1.52
"NLA06608-0494","SO-SO","Region_5","UMW","NATURAL",4,401,24.64,1.65
"NLA06608-0495","REF","Region_8","WMT","MAN-MADE",11,136,1.77,4.68
"NLA06608-0497","SO-SO","Region_10","XER","MAN-MADE",17,156,0.86,1.42
"NLA06608-0498","SO-SO","Region_1","NAP","NATURAL",44,820,26.42,1.05
"NLA06608-0500","SO-SO","Region_6","SAP","MAN-MADE",21,266,13.12,1.55
"NLA06608-0501","REF","Region_9","XER","MAN-MADE",6,182,0.63,5.95
"NLA06608-0502","SO-SO","Region_5","UMW","NATURAL",5,648,2.28,3.83
"NLA06608-0503","TRASH","Region_8","TPL","NATURAL",430,5916,244.8,0.14
"NLA06608-0508","TRASH","Region_4","CPL","MAN-MADE",283,756,28,0.26
"NLA06608-0509","TRASH","Region_3","SAP","MAN-MADE",4,821,1.23,5.5
"NLA06608-0510","SO-SO","Region_8","TPL","NATURAL",165,2916,71.2,0.48
"NLA06608-0511","SO-SO","Region_8","WMT","MAN-MADE",13,112,2.35,1.7
"NLA06608-0512","SO-SO","Region_8","TPL","NATURAL",61,2447,11.84,0.71
"NLA06608-0514","SO-SO","Region_3","SAP","MAN-MADE",7,1009,3.86,3.05
"NLA06608-0515","SO-SO","Region_8","NPL","NATURAL",335,4984,5.92,0.84
"NLA06608-0523","SO-SO","Region_8","TPL","NATURAL",115,1738,48.6,1.25
"NLA06608-0526","SO-SO","Region_5","UMW","NATURAL",17,651,11.01,1.55
"NLA06608-0528","TRASH","Region_7","SPL","MAN-MADE",65,814,11.79,0.7
"NLA06608-0529","SO-SO","Region_10","XER","NATURAL",42,508,26.08,1.93
"NLA06608-0530","TRASH","Region_4","CPL","MAN-MADE",117,1016,17.76,1.05
"NLA06608-0531","TRASH","Region_8","NPL","NATURAL",57,2697,3.81,1.15
"NLA06608-0533","TRASH","Region_2","NAP","MAN-MADE",6,178,3.18,3.8
"NLA06608-0537","SO-SO","Region_3","SAP","MAN-MADE",11,256,2.34,1.78
"NLA06608-0540","SO-SO","Region_6","SPL","MAN-MADE",235,2250,95.04,0.21
"NLA06608-0541","TRASH","Region_3","SAP","MAN-MADE",14,329,6.02,1.6
"NLA06608-0546","TRASH","Region_1","NAP","NATURAL",181,4022,14.94,1.98
"NLA06608-0547","SO-SO","Region_5","UMW","MAN-MADE",10,519,2.11,3.6
"NLA06608-0550","SO-SO","Region_1","NAP","NATURAL",1,234,1.31,5.95
"NLA06608-0551","SO-SO","Region_5","UMW","NATURAL",54,1361,16.8,1.75
"NLA06608-0555","SO-SO","Region_5","UMW","NATURAL",8,578,5.65,2.03
"NLA06608-0558","REF","Region_5","UMW","NATURAL",17,1154,7.22,2.4
"NLA06608-0560","SO-SO","Region_6","SPL","MAN-MADE",27,532,12.96,0.8
"NLA06608-0561","SO-SO","Region_10","WMT","NATURAL",5,86,0.14,7.05
"NLA06608-0562","SO-SO","Region_1","NAP","MAN-MADE",9,334,2.08,2.78
"NLA06608-0564","REF","Region_6","XER","MAN-MADE",14,217,6.65,2.42
"NLA06608-0565","TRASH","Region_9","XER","MAN-MADE",81,704,40.9,0.76
"NLA06608-0569","TRASH","Region_9","WMT","MAN-MADE",518,2188,54,0.43
"NLA06608-0570","SO-SO","Region_8","NPL","MAN-MADE",12,300,3.49,5.06
"NLA06608-0579","SO-SO","Region_8","NPL","NATURAL",229,2694,7.14,0.14
"NLA06608-0580","TRASH","Region_3","SAP","MAN-MADE",10,183,1.82,4.75
"NLA06608-0581","SO-SO","Region_10","XER","MAN-MADE",8,241,1.93,6.6
"NLA06608-0582","TRASH","Region_1","NAP","MAN-MADE",315,2709,15.7,1.5
"NLA06608-0583","TRASH","Region_4","CPL","NATURAL",590,4897,326.88,0.28
"NLA06608-0585","TRASH","Region_9","XER","MAN-MADE",105,505,2.53,0.24
"NLA06608-0587","TRASH","Region_5","UMW","NATURAL",29,1153,15.28,1.09
"NLA06608-0588","TRASH","Region_7","SPL","MAN-MADE",589,1729,7.47,0.09
"NLA06608-0591","REF","Region_4","SAP","MAN-MADE",5,182,5.81,2.1
"NLA06608-0593","SO-SO","Region_10","WMT","MAN-MADE",4,203,10.69,4.91
"NLA06608-0594","SO-SO","Region_4","CPL","MAN-MADE",41,821,20.64,0.88
"NLA06608-0595","SO-SO","Region_8","NPL","NATURAL",258,3828,106.56,0.27
"NLA06608-0596","REF","Region_8","WMT","MAN-MADE",1,96,0.99,5.55
"NLA06608-0597","SO-SO","Region_10","XER","MAN-MADE",22,361,7.8,1.26
"NLA06608-0599","SO-SO","Region_6","CPL","MAN-MADE",90,1012,50.26,0.64
"NLA06608-0606","SO-SO","Region_5","UMW","NATURAL",15,708,5.82,1.55
"NLA06608-0608","TRASH","Region_7","CPL","NATURAL",327,2184,102.6,0.42
"NLA06608-0609","SO-SO","Region_4","CPL","NATURAL",239,3334,187.92,0.23
"NLA06608-0610","SO-SO","Region_1","NAP","NATURAL",11,549,5.81,2.6
"NLA06608-0611","SO-SO","Region_5","TPL","NATURAL",53,903,20.64,1.45
"NLA06608-0614","SO-SO","Region_10","WMT","MAN-MADE",8,259,1.22,4.97
"NLA06608-0617","SO-SO","Region_9","WMT","MAN-MADE",40,513,2.44,0.93
"NLA06608-0618","SO-SO","Region_4","CPL","MAN-MADE",23,257,10.17,0.98
"NLA06608-0619","SO-SO","Region_5","UMW","NATURAL",7,733,2.95,2.35
"NLA06608-0622","SO-SO","Region_5","UMW","NATURAL",16,508,4.4,1.4
"NLA06608-0623","SO-SO","Region_5","NAP","MAN-MADE",43,628,23.2,1.15
"NLA06608-0624","SO-SO","Region_5","TPL","MAN-MADE",49,1274,35.2,0.86
"NLA06608-0625","REF","Region_10","WMT","NATURAL",1,55,0.62,7.55
"NLA06608-0627","SO-SO","Region_5","UMW","NATURAL",11,616,3.19,3.3
"NLA06608-0628","SO-SO","Region_6","SPL","MAN-MADE",40,793,2.3,0.55
"NLA06608-0630","REF","Region_5","UMW","NATURAL",8,771,2.62,2.05
